User	Text	Date	Retweet Count	Reply To
RayMcGrath	I've yet to encounter a rural post office that doesn't treat its customers as though they're an inconvenience. #PeoplesDebate #vinb	2015-06-24 21:42:16	0	None
MartinaGrey1	#vinb https://t.co/2Ew8mcXZTd	2015-06-24 21:41:49	5	None
darrenmullen	I see a gap for another party, how about people's popular front of kerry? #vinb	2015-06-24 21:41:47	0	None
beingdealtwit	@Uibh_fhaili @shocks2103 not in d15 anymore. In Bray now apparently where she can claim vastly more in expenses. Coincidence? #vinb	2015-06-24 21:41:46	0	Uibh_fhaili
tahitibrowne	why is the @TV3Ireland online stream so jumpy? BB speed is adequate. Runs skygo in hd but apparently not #vinb	2015-06-24 21:41:42	0	None
PPLimages	#vinb Good on you @FinucaneBrian!	2015-06-24 21:41:28	0	None
OMahonyDenis	40mins into the 2hr peoples debate from Kerry &amp; topic has not moved on from post offices. Second half of debate to be about pot-holes. #vinb	2015-06-24 21:41:15	3	None
SvtigerStephane	@GarethSoye you do when you've zero broadband service or the user is not competent on a computer #vinb	2015-06-24 21:41:14	0	GarethSoye
Dailigh	Apparently older people dress up and go to the Post Office on a Friday morning - #vinb	2015-06-24 21:41:02	0	None
SaorAgusGaelach	Yes, and he closes the front door to the people. Let them live on cuts. #no2iw #vinb  https://t.co/WElcOHiPaD	2015-06-24 21:40:40	1	None
kevosullivan07	Really good speakers re rural post offices. A massively underused resource. #vinb	2015-06-24 21:40:38	1	None
ReclaimTheVoice	Surely the rural post offices have to be sustainable.....as they are basically AIB branches ....did we bail out this bank..?  #vinb	2015-06-24 21:40:28	1	None
caulmick	Say it every week but #PeoplesDebate is great platform for people.  #vinb	2015-06-24 21:40:26	0	None
WicklowLiving	I say leave the post office alone, I like online but online is a long way off being efficient #vinb hats off to the local #postoffice	2015-06-24 21:40:02	0	None
nmaher36	Quick three minutes of mama Mia phew #vinb	2015-06-24 21:39:55	0	None
PlayingGilly	Vinny sure can work the room. #vinb	2015-06-24 21:39:45	0	None
williamhboney1	Post offices are potential competition for banks, ditto Credit Unions, that's why this government want them gone.  #vinb	2015-06-24 21:39:27	17	None
TonightWithVinB	Seamus O’Mullinane says“six and a half years went into banking crisis of epic preparations” #PeoplesDebate #VinB	2015-06-24 21:39:25	0	None
GarethSoye	"I ask the smart people of Kerry"  Sorry, they're both on their holidays. #vinb	2015-06-24 21:39:17	0	None
Wexman4	30% of post office business comes from social?  Best keep the boys on the dole to keep the PO opened 😂 Lol  #crazy  #vinb	2015-06-24 21:39:07	0	None
experteasy	@experteasy I must highlight that this is in large towns that I am finding this to be the case. Rural po are no doubt very different #vinb	2015-06-24 21:38:56	0	experteasy
Cunionsandphey	Public Banking Forum of Ireland. Another party? Like we haven't enough splinter groups already making no inroads in politics! #VinB	2015-06-24 21:38:18	0	None
GarethSoye	Forgetting about Post Offices for a second, is there anyone in this building who isn't a raving Marxist lunatic? #vinb	2015-06-24 21:38:13	0	None
anthpny1	#vinb by closing down post offices in rural areas you affect older people who can't do on line banking	2015-06-24 21:37:51	1	None
ImSomeDad	People before profit .well he's not the the Anti perspirant  candidate  #vinb	2015-06-24 21:37:48	0	None
MrsSharonWhite	#vinb Tried to pay a bank giro for leaving cert fees, could only pay it in a bank. 2 local banks closed. Couldn't pay it in a post office.	2015-06-24 21:37:42	0	None
GarethSoye	It's the TWENTY FIRST FUCKING CENTURY you morons. No one needs a post office any more. Join the real world. #vinb	2015-06-24 21:37:28	0	None
experteasy	My experience of post offices is a poor one. Ignorant, lazy staff are not doing the network any favours &amp; are making people avoid them #vinb	2015-06-24 21:37:26	0	None
kennedydenise	Who needs a social life when you have a  comfy couch, a bottle of white, #PeoplesDebate and the #TwitterMachine ! Cracking up!!! 😂😂😂 #vinb	2015-06-24 21:37:26	0	None
ReclaimTheVoice	I cannot imagine what it must be like to be an 80 y.o. living in ireland  having carried so many recessions, and emigrations...  #vinb	2015-06-24 21:37:25	0	None
Furious_Dave	@marlenefernane Im out as well, watching in the local. . wait for sammy locke. . #toldyaso #vinb	2015-06-24 21:37:21	0	marlenefernane
MartinaGrey1	#vinb https://t.co/6FOLFQMfmt	2015-06-24 21:37:21	1	None
bloomsboy	Armpits!! 😓😓😓 #vinb	2015-06-24 21:37:11	0	None
EarlofWeird	Fucking hell, that man's hot. #vinb	2015-06-24 21:36:50	0	None
Uibh_fhaili	How in the name of jaysus would Burton know about the importance of the PO in rural Ireland living in the concrete jungle of W Dublin #vinb	2015-06-24 21:36:43	5	None
maryjenki	#vinb In Ireland's case because they hit the poor first to get the savings required unlike what you're doing #greece https://t.co/QlwhyYg3Hl	2015-06-24 21:36:42	5	None
Anthony_Lawless	Glad I don't live in Killorglin. That postmistress looks like she'd know what I had for breakfast before I even woke up ! #vinb	2015-06-24 21:36:41	0	None
ImSomeDad	Lets move government services from the Internet back into bricks and mortar post offices. Could not make this up  #vinb	2015-06-24 21:36:40	0	None
Cunionsandphey	Post Offices should have a dress code. See people going in in pyjamas straight out of the scratcher to pick up their dole! #VinB	2015-06-24 21:36:39	1	None
francisfoley	That postmistress is making sense. #PeoplesDebate #VinB	2015-06-24 21:36:38	0	None
TonightWithVinB	Brian Finnucane,PBP; “the Government don’t want to close post offices they want post offices to close themselves”#PeoplesDebate #VinB	2015-06-24 21:36:38	8	None
Bassbluff	That woman is no looney, she's talking sense.  #vinb	2015-06-24 21:36:31	0	None
ATMH1994	It's mostly older people who want electronic transfers to banks tbh. Certainly in my hometown. #vinb	2015-06-24 21:36:05	0	None
GarethSoye	75% SEVENTY FIVE FUCKING PERCENT of her business is social welfare. We are paying for all of that and for you luv. #vinb	2015-06-24 21:36:03	0	None
TonightWithVinB	NoraO’SullivanLooney,post mistress “I am v.annoyed,disgusted&amp;disappointed with what has happened in our country in the last 5yrs” #vinb	2015-06-24 21:35:58	1	None
AnsbacherK	God help the PO's if the supposed recovery actually happens in rural Ireland and people find work #vinb	2015-06-24 21:35:51	0	None
mrbobdaly	#vinb  https://t.co/UveUtGgfau	2015-06-24 21:35:49	0	None
BMacGo	@Nell496 I think the only cap #vinb would wear would be a ... nightcap	2015-06-24 21:35:47	0	Nell496
FiannaFool	I do hope Vincent takes the time to give that Shinner fella a good hammering over the post office issue- it's all their fault #vinb	2015-06-24 21:35:45	1	None
SaorAgusGaelach	"Gobshites" is a mispronounciation of 'Fine Gael'. Or is it? #no2iw #vinb	2015-06-24 21:35:44	1	None
Elton_J_Barry	Very hard tow watch the debate tonight on #vinb #fingael #independents	2015-06-24 21:35:34	0	None
Cunionsandphey	A National Asset? For people to gossip? It doesn't make economic sense. #VinB #PeoplesDebate	2015-06-24 21:35:25	0	None
ReclaimTheVoice	For anyone not sure what a Dail is.....it is primarily, a non functioning dyslexic ALDI   #vinb	2015-06-24 21:35:07	0	None
ATMH1994	Postmasters insisted DSP provide them welfare contract, DSP provide Post Office welfare contract. Postmasters still unhappy. #vinb	2015-06-24 21:35:04	0	None
nmaher36	We sure are an handsome race of people #vinb	2015-06-24 21:34:59	0	None
marlenefernane	@Furious_Dave No I'm out. I want to stay in my happy place #vinb	2015-06-24 21:34:54	0	Furious_Dave
Nell496	@BMacGo Ah Bi I'm on t floor here laughing. I THOUGHT you meant #Vinb. I just couldn't imagine him in a cap. That's the funniest ever:-)	2015-06-24 21:34:45	0	BMacGo
Cunionsandphey	Since #VinB can't ask the #MarRef question anymore of the panel or audience why not a #repealthe8th one going forward? #PeoplesDebate	2015-06-24 21:34:36	1	None
EarlofWeird	Christ, #vinb is just a noise.	2015-06-24 21:34:21	0	None
mittenbery	#vinb Grant Thornton is better known in #Kerry as Deontas Thornton!!	2015-06-24 21:34:19	0	None
GarethSoye	Do you see how much of a humanitarian I am by marrying a Kerry woman. #vinb	2015-06-24 21:33:43	0	None
analyser1	@analyser1  Micheal Healy Rae is a bluffer  #vinb	2015-06-24 21:33:33	1	analyser1
EoinPoil	Healy Rae on about post office closures,his dad supported last gov closed 1100, this Gov closed 20,#vinb	2015-06-24 21:33:22	10	None
FiannaFool	We are the party to defend Post Offices. We'll only close them in the national interest.Or if Troika tells us to. #vinb @fiannafailparty	2015-06-24 21:33:20	4	None
Donal_OKeeffe	Watching the audience lap up Michael Healy-Rae's gomaloon act. Dunno why I thought of this Randy Newman song. #vinb http://t.co/dyLcmLU7HL	2015-06-24 21:33:17	2	None
PlayingGilly	@Cunionsandphey I thought exactly that myself. During the Sligo/North Leitrim debate nearly all our councilors were in the audience. #vinb	2015-06-24 21:33:14	0	Cunionsandphey
analyser1	@analyser1  2 Jacky Healy Rae voted with FF in confidence motions and kept them in power to close Post Offices #vinb	2015-06-24 21:33:11	1	analyser1
mi499	#vinb build the great wall of Kerry build new post offices a door opening to mountains will have a cold political wind	2015-06-24 21:33:11	0	None
ReclaimTheVoice	'My back door opens onto the mountains..'...?    makes a change from one's political back door gifting the sun....  #vinb	2015-06-24 21:33:03	0	None
Cunionsandphey	A Subsidy to keep Post Offices open? If they're not profitable close them! Propping up a failing business is wrong/anti-competitive! #VinB	2015-06-24 21:33:01	0	None
williamhboney1	Brendan Griffen opens his back door on the mountains?  Is that allowed?  #vinb	2015-06-24 21:32:26	2	None
TonightWithVinB	John Brasil,FF candidate: “By letting our social welfare contract to tender the post office will close #PeoplesDebate #VinB	2015-06-24 21:32:16	0	None
ImSomeDad	The world does end at the Red Cow #vinb  https://t.co/tdAzF7vmq7	2015-06-24 21:32:08	0	None
SeamusConboy	"A survey under a fella by the name of Grant Thornton". But has this Mr Thornton ever been to Kerry? #vinb	2015-06-24 21:32:07	1	None
Cannyange1	Cringing at #vinb. A fella by the name of Grant Thornton... not a clue!	2015-06-24 21:31:52	0	None
SULO4	OMG Kerry I despair! If this is reflective of the calibre of debate in this country, I have lost the will to live #imbeciles#blueshirts@VINB	2015-06-24 21:31:27	0	None
Cunionsandphey	Everyone at these Peoples Debates seems to be either a party member, councillor or candidate. #VinB	2015-06-24 21:31:19	0	None
RayMcGrath	I wonder, do Fianna Fail types deliberately mispronounce 'Fine Gael'? #PeoplesDebate #vinb	2015-06-24 21:31:16	0	None
AndrewRadioDJ	Whoever was on the final editing should be given a spelling test. #awful #vinb @TV3Ireland	2015-06-24 21:31:11	0	None
foxymm12	Poscht toffice #vinb	2015-06-24 21:30:56	0	None
Nell496	@BMacGo Is he wearing the cap in the studio, I think you're kidding me. I wish I could see him in the cap. #vinb  #VincentInACap	2015-06-24 21:30:48	0	BMacGo
francisfoley	This is better than the Xmas panto #PeoplesDebate #VinB	2015-06-24 21:30:43	0	None
GarethSoye	It's 2015 and #vinb's Peoples Debate is still fixated on Post Offices. And people still wonder why this country is a mess.	2015-06-24 21:30:43	2	None
ReclaimTheVoice	The County of Kerry...possibly the only county in Ireland, where normal conversation breaches health and safety decibel levels..  #vinb	2015-06-24 21:30:38	0	None
Cunionsandphey	Them fuckers from Dublin eh lad ha ha! #VinB (Joking sir!) https://t.co/iKCNFzifbc	2015-06-24 21:30:13	0	None
Dailigh	They seem fairly fired up in Kerry about Post Offices #vinb	2015-06-24 21:30:07	0	None
ImSomeDad	Grant Thornton is a handsome leading man #vinb	2015-06-24 21:29:58	0	None
paddycullivan	Supposedly there was five Post Offices in every town in Ireland. #vinb #killarney	2015-06-24 21:29:54	0	None
ShaneMcAuliffe1	Well said @MHealyRae - fighting for Kerry and fighting for rural Ireland  #vinb	2015-06-24 21:29:47	0	None
FiannaFool	If @fiannafailparty did close post offices it was an honest mistake. We won't do it again. Honest. #vinb	2015-06-24 21:29:46	2	None
donie	.@gavinsblog "A fella by the name of Grant Thornton." HA! Must be a mate of Ernst Young.  #VinB	2015-06-24 21:29:36	2	gavinsblog
beingdealtwit	Im starting to wish the world ended at the redcow roundabout listening to this shite #vinb	2015-06-24 21:29:35	1	None
nmaher36	Was that Donald trunp #vinb	2015-06-24 21:29:32	0	None
ger_mccann	#vinb Government are in for a hidin in this Constituency, I can smell the blood from here.!	2015-06-24 21:29:32	3	None
risteard69	A report by a fella called Grant Thornton up above in dublin 😄😄you couldn't make this stuff up #vinb	2015-06-24 21:29:31	0	None
ImSomeDad	Enda Kenny shares a barber  #vinb http://t.co/mHeQ4BL43C	2015-06-24 21:29:22	0	None
PaddyJoeMcGilly	A fella by the name of Grant Thornton.  Good Kerry name that #vinb	2015-06-24 21:29:21	0	None
mikekissane	Well, that mini prayer didn't work. #vinb http://t.co/izYYpvQ5fs	2015-06-24 21:29:18	0	None
agmha	" a fellow called grant Thornton " #vinb	2015-06-24 21:29:18	0	None
Cunionsandphey	Under a fella by the name of @GrantThornton? Um, I think you Mr. Country Bumpkin will find they're a company!? #VinB #PeoplesDebate	2015-06-24 21:29:09	0	None
kennedydenise	Why is everyone shouting into the microphones on #vinb ..?? WE CAN HEAR YOU!!!!!!! 😳😋	2015-06-24 21:29:07	0	None
MrsWookie1	Where's that cattle prod that #vinb said he was going to bring to these debates??	2015-06-24 21:29:05	1	None
joancooke5	I have to watch these Jerry boys on #vinb. Full of fire and passion!	2015-06-24 21:29:02	0	None
GarethSoye	Accidentally turned on #vinb Nice to see there aren't many Kerry stereotypes on show. Only about a million or so.	2015-06-24 21:28:55	0	None
MoranPaul52	That's Grant Thornton, Brother of KPMG. #vinb	2015-06-24 21:28:54	0	None
AnnetteLawson	A fella named Grant Thornton LOL #vinb	2015-06-24 21:28:53	0	None
ReclaimTheVoice	The poor #tv3 sound tech, should have brought more  'pop' filters for this one....  #vinb	2015-06-24 21:28:46	0	None
GaillimhJoe	This guy is a typical blueshirt. FG could kill all his children and he'd still support them to his grave #vinb	2015-06-24 21:28:39	2	None
Ihatebankers	You would never guess he was a #blueshirt #vinb	2015-06-24 21:28:38	0	None
jamesmorgan543	Micheal - healy - rae, great hat#vinb	2015-06-24 21:28:29	0	None
keaney37	Ah sure you can't be bring the dead into it, shame on you! #vinb	2015-06-24 21:28:16	0	None
Cunionsandphey	30 A4 Pages of Post Offices closed he has? He came prepared. #VinB	2015-06-24 21:28:11	0	None
AnsbacherK	Closing the PO's is one thing but closing them to favour the banks is just more of the same from coalition #vinb	2015-06-24 21:27:59	0	None
MrsSharonWhite	#vinb this fella is visiting museums. Talk about now.	2015-06-24 21:27:58	0	None
MoranPaul52	Herr Randles of the Blueshirts.. #vinb	2015-06-24 21:27:38	2	None
analyser1	Between, 2005-2010 FF supported by Jacky Healy Rae  closed 288 post offices.Only 23 Post Offices closed under the FG/Labour  #vinb	2015-06-24 21:27:38	1	None
Disildoforus	i wonder does yer man want to give healy-rae a pogo stick lol #vinb #HoppingUpAndDown	2015-06-24 21:27:37	0	None
Seve_Ire	If Healy-Rae wore the balaclava instead ........ He might hold up the Post Office #vinb #rtept	2015-06-24 21:27:36	0	None
TonightWithVinB	Tom Randals,Fine Gael says;“Ye closed 826 post offices from '01-'10..this government have only closed 20 post offices” #PeoplesDebate #VinB	2015-06-24 21:27:33	1	None
gavinsblog	Recalling @donie while watching #vinb	2015-06-24 21:27:27	0	None
PlayingGilly	Can we get some subtitles? #vinb	2015-06-24 21:27:21	0	None
ReclaimTheVoice	Ambilance  - a health and safety vehicle manned by paramedics in County Kerry  #vinb  #rtv	2015-06-24 21:27:11	0	None
PaulMcQuillan76	Never trust a politician with a cap,or a skinny chef #PeoplesDebate #vinb	2015-06-24 21:27:09	0	None
breakfastrollma	see what i mean lads about the hat he has a understanding of all the issues effecting all areas of kerry he may look a fool but ?? #vinb	2015-06-24 21:26:44	0	None
caulmick	#not1pipe #vinb https://t.co/xVM24tbsv3	2015-06-24 21:26:39	2	None
eyezopen32	#vinb has he money under that hat	2015-06-24 21:26:29	0	None
Furious_Dave	#vinb kerry people, we're not all like that	2015-06-24 21:26:26	0	None
AnnetteLawson	Good on ya MHR #vinb	2015-06-24 21:26:20	1	None
evryan	oh my god ....... #vinb	2015-06-24 21:26:19	0	None
mrbobdaly	#vinb http://t.co/y0Rg0YpSxF	2015-06-24 21:26:19	2	None
FiannaFool	Jasus!  @MichaelHealyRae !!!!  Go On Boy!!!!!! #vinb	2015-06-24 21:26:18	0	None
WicklowLiving	Wasnt it always bad manners to wear a cap indoors in little auld Ireland #vinb #disrespect	2015-06-24 21:26:14	2	None
MoranPaul52	#vinb http://t.co/frimUPUk25	2015-06-24 21:26:10	0	None
darrenmullen	Excaly, we know with FG we're going to get screwed, labour will sell themselves and FF got us in this mess #vinb  https://t.co/c6n0WoqSxY	2015-06-24 21:26:08	0	None
MartinaGrey1	@WhistleIRL #vinb  https://t.co/zporPU2Gi6	2015-06-24 21:26:06	2	WhistleIRL
Nell496	@BMacGo I'm not watching #VINB, is he really wearing a cap........he's finally lost the plot.	2015-06-24 21:25:43	0	BMacGo
OSullivanE	@MHealyRae on top form in the People's debate,no better man to call a spade a spade!!#vinb.	2015-06-24 21:25:25	0	MHealyRae
MrsWookie1	#vinb Say what you like about the talking hat (and I do!), but he seems to have plenty of support in the audience.	2015-06-24 21:25:18	0	None
Dazoo1977	Odds on, not enough players to field a football team will be mentioned #VinB	2015-06-24 21:24:42	0	None
PaulMcQuillan76	Michael Healy-Rae and his thick tongued mumble  #PeoplesDebate #vinb	2015-06-24 21:24:37	0	None
RayMcGrath	The government shouldn't be using social welfare recipients to artificially prop post offices up. #vinb #PeoplesDebate	2015-06-24 21:24:37	0	None
BMacGo	It's very hard to take him seriously, when he's wearing the cap #vinb #PeoplesDebate	2015-06-24 21:24:31	0	None
PlayingGilly	Now on Vincent Browne it's the Healy Rae populist hour. #vinb	2015-06-24 21:24:19	0	None
ImSomeDad	If you want to keep your post offices then you won't need broadband to pay your motor tax online #vinb	2015-06-24 21:24:13	0	None
Cunionsandphey	In fairness to @MHealyRae he &amp; the family've served South #Kerry well. Roads in #Killorglin &amp; #Kenmare are in super nick! #VinB	2015-06-24 21:24:01	0	None
nmaher36	I'm changing channel now #vinb http://t.co/o60vRszpEn	2015-06-24 21:23:59	0	None
ATMH1994	#Factcheck closure of rural POs. Under Fianna Fail- supported by Healy-Rae's Daddy (2006-2010) - 197 Under FG/Labour (2010-2014) - 24 #vinb	2015-06-24 21:23:51	8	None
FiannaFool	If things were right ALL TD's would be made wear flat caps! #vinb	2015-06-24 21:23:50	0	None
robmagee86	#vinb makes you want to get sick out your rear! This #PeoplesDebate format is poison television	2015-06-24 21:23:45	0	None
williamhboney1	Brendan Griffen hired his wife Róisín as his secretarial assistant and his cousin Tommy Griffin as his parliamentary assistant #vinb	2015-06-24 21:23:40	6	None
MoranPaul52	#vinb "your Blueshirt Min. of Finance". http://t.co/o5JvU1sU4E	2015-06-24 21:23:29	5	None
BredaMac12	Well if you want someone fighting your corner in Kerry Martin Ferris @FerrisMartin is your man..not a defeatist bone in his body #vinb	2015-06-24 21:23:26	8	None
cloneywill	The kyap .#vinb will ye take it off .#healyrae	2015-06-24 21:23:20	0	None
RayMcGrath	Another #PeoplesDebate, another all-male panel of TDs. Watch them shuffling awkwardly in their seats if there's an abortion question. #vinb	2015-06-24 21:23:19	0	None
dartypower1888	Another delusional Fine Gael talking shite about supporting communities. Your party has done nothing of the sort. #vinb	2015-06-24 21:23:05	0	None
GerardKennelly	justice for the people of Kerry ??? Garda Jerry McCabe murdered by the IRA witnesses intimidated to force a verdict of manslaughter  #vinb	2015-06-24 21:23:03	0	None
SvtigerStephane	people at the recording on Monday said #vinb went all out on Ferris I wonder how much will be edited	2015-06-24 21:23:03	0	None
FiannaFool	Would love to see @fiannafailparty + @sinnfeinireland coalition after the next election.That would fix the Shinners once and for all! #vinb	2015-06-24 21:22:51	0	None
shocks2103	#vinb wheres arthur #lols #vinb #labour	2015-06-24 21:22:35	1	None
anthpny1	#vinb kerry a place where a man's best friend is a dolphin a ince is a mile &amp; a goat is king and Michael http://t.co/Lw4m9nmqcD	2015-06-24 21:22:25	0	None
Dazoo1977	The hat has arrived #VinB	2015-06-24 21:22:19	0	None
Disildoforus	#fg guy disgusted with what his own party are continuing to do ... impose austerity. #vinb #ironic	2015-06-24 21:22:14	1	None
mrbobdaly	No Arthur Spring #Labour  #vinb	2015-06-24 21:22:11	0	None
Cunionsandphey	As Pat Rabbitte says/said it's very easy to be AGAINST something but what are they, #AAA #PBP etc. actually for? #VinB #PeoplesDebate	2015-06-24 21:22:10	0	None
ATMH1994	These debates so often become ''how to mention as many places in your constituency as possible'' #vinb	2015-06-24 21:22:05	0	None
ReclaimTheVoice	You know Kerry are experiencing political difficulties when Mick Healy-Rae is being anticpated for stimulation... #vinb	2015-06-24 21:22:01	0	None
paddycullivan	A Fine Gael TD from Kerry? That's like finding a Dodo sitting on top of a Manmoth. #vinb	2015-06-24 21:21:40	0	None
MoranPaul52	#vinb time to go Joan, bring him with ya. http://t.co/Lc5xn04d9n	2015-06-24 21:21:31	24	None
breakfastrollma	dont laugh at youmans hat like his father b4 him he is doing wonders for the people he represents if only my td @Paschald was the same #vinb	2015-06-24 21:21:14	1	None
paulanthony211	#vinb after the reaction of the Kerry audience with the non appearance of Dick Spring's nephew, Arthur, he's chances of a Dail return, slim	2015-06-24 21:20:50	0	None
Donal_OKeeffe	#vinb https://t.co/OuVPqZNaaS	2015-06-24 21:20:49	1	None
JackDan31	#IDA #Tumbleweed #Kerry #vinb	2015-06-24 21:20:43	0	None
keaney37	The best grass growing land in Europe haha #vinb	2015-06-24 21:20:41	0	None
nmaher36	Plenty hang sandwiches on the menu tonight #vinb	2015-06-24 21:20:41	0	None
agmha	My god that's was bad #vinb	2015-06-24 21:20:36	0	None
ImSomeDad	Think this TD borrowed a suit from Al Porter #vinb http://t.co/vOQjSSW1Cx	2015-06-24 21:19:53	0	None
PlayingGilly	@ATMH1994 indeed. Never saw a tourist buying a sixpack of dutch gold and a box of amber leaf for the authentic Irish experience. #vinb	2015-06-24 21:19:50	0	ATMH1994
LanaReddy	I've only been watching #vinb for about 3 minutes and I'm already considering just cancelling my TV subscription completely.	2015-06-24 21:19:48	0	None
Evanis	@bloomsboy Heard it was pretty unbelievable #vinb	2015-06-24 21:19:37	0	bloomsboy
ATMH1994	I like Tom Fleming. A lot of independents around Ireland are just FF/FG genepool but occasionally they're very good #vinb	2015-06-24 21:19:31	0	None
SaorAgusGaelach	@FineGael and @labour are terrorists - their weapon is austerity. The most vulnerable are just collateral damage. #no2iw #vinb	2015-06-24 21:19:31	5	FineGael
ReadaCronin	Powerful intro from Sinn Féin's @FerrisMartin. The republican speaks from the heart. #vinb #PeoplesDebate	2015-06-24 21:19:19	6	None
MoranPaul52	#vinb http://t.co/Y4RT1Z6S2p	2015-06-24 21:18:40	5	None
analyser1	Whingefest is underway. Nothing is right.   Populist nonsense from Ferris. No indication of where money will come from. #vinb	2015-06-24 21:18:37	0	None
shocks2103	well said @FerrisMartin #vinb	2015-06-24 21:18:24	3	None
ImSomeDad	He'd know a thing or two about putting people on hospital trolleys #vinb	2015-06-24 21:17:46	0	None
johnjoechad	The EU &amp; IMF La Garde are trying to subvent Democracy in Greece. They should be arrested. No respect law #vinb  https://t.co/iBydFbQygT	2015-06-24 21:17:44	9	None
thebedsite	Let's break the twitter machine  #Irishbizparty #tweetinggoddess #vinb @Tweetinggoddess	2015-06-24 21:17:31	1	None
ATMH1994	A tax on the small farmer and fisherman? Can they tax spoofing too? #vinb	2015-06-24 21:17:20	0	None
mitchellnicola	If you're watching #vinb you can see @PaulWSBowler in the audience, in a blue shirt no less	2015-06-24 21:17:08	0	None
3dmek	The recover is not in the country, not to mind kerry #vinb	2015-06-24 21:16:36	0	None
ATMH1994	I often wonder did terrorists always care about the most vulnerable? #vinb	2015-06-24 21:16:31	0	None
Snowycoff	#vinb     Is it just me or are the people of Kerry very .. ahem .. well fed.	2015-06-24 21:16:20	0	None
Dazoo1977	Martin Ferris knows his way around a trawler #VinB	2015-06-24 21:16:09	0	None
MarieOScully	@DrtmargTony @juneshannon @Tattoodlebug You mean you don't Tony? I've just caught up on my sky planner. Better than watching #vinb!	2015-06-24 21:15:56	0	DrtmargTony
caulmick	Stay strong folks. Joe has seen them off before #not1pipe #vinb https://t.co/QtUwTzE5mF	2015-06-24 21:15:48	2	None
MrsSharonWhite	#vinb oh I thought this was live. Just read on Twitter its not.	2015-06-24 21:15:09	0	None
donie	#VinB in Kerry tonight. Should be some lolz.	2015-06-24 21:14:54	0	None
caulmick	Expect the weekly scaremongering from Government tomorrow on #irishwater #not1pipe #vinb  https://t.co/xNyPY0etpd	2015-06-24 21:14:49	1	None
celticjulie	3 East Galway TDs don't agree with unlimited access to legal services. Do you @alankellylabour @joanburton ? #vinb https://t.co/hEHt8IPfJ1	2015-06-24 21:14:20	0	None
ATMH1994	Before people moan about minimum pricing driving tourists away. Minimum pricing doesn't change cost of alcohol in restaurants or bars. #vinb	2015-06-24 21:13:52	2	None
francisfoley	Gerry O'Sullivan gave a good account of the issues #PeoplesDebate #VinB	2015-06-24 21:13:45	2	None
YJB57	@williamhboney1 Yes and he has even managed to kill some of the aforementioned #vinb #dail #fg #lab #iSupportGreece #iSupportGreece	2015-06-24 21:13:37	0	williamhboney1
caulmick	Amendments to  bill tomorrow.  Collapsing coalition to fightback against 90% non payment #irishwater #not1pipe #vinb https://t.co/yv6MHiEl2G	2015-06-24 21:13:33	7	None
mikekissane	Please don't let our "peers" shame us tonight, please, please, please.... #vinb	2015-06-24 21:12:31	0	None
MrsSharonWhite	#vinb a good introduction from @radiokerry Gerry .	2015-06-24 21:12:18	0	None
MoranPaul52	Festival in Killarney cancelled because 5000 tickets sold out of 35000. #vinb	2015-06-24 21:11:46	0	None
seaniepaul55	I could have done a better rendition of The Rose Of Tralee #vinb	2015-06-24 21:11:44	0	None
Barney_Doherty	Apparent similarities between Kerry and Donegal in terms of lack of investment etc. Both western counties relying on dwindling tourism #vinb	2015-06-24 21:11:29	0	None
ImSomeDad	Take off the cap inside you utter disgrace of a man #vinb http://t.co/rO6BHAUGYm	2015-06-24 21:10:55	0	None
the_duke59	It's the same price for a coffee in kerry as a ladyboy in Thailand, eh at least that's what I'm told #vinb	2015-06-24 21:10:34	0	None
MrsWookie1	#vinb We admit that Ireland is expensive for tourists yet the govt rushes to increase the price of wine and beer again. Min price = more tax	2015-06-24 21:10:30	4	None
MoranPaul52	Has the Airport in Farranfore been flattened?? #vinb	2015-06-24 21:10:18	0	None
Evanis	@Emmet_Kennedy @TonightWithVinB According to those who did attend...a clash at very end between #vinb &amp; Sinn Féin's Martin Ferris.	2015-06-24 21:10:01	0	Emmet_Kennedy
wickedfairysad	Fintan O’Toole: Poorest will be hardest hit by lone-parent cut  http://t.co/nKdqIJybXW via @IrishTimesOpEd #vinb	2015-06-24 21:09:55	2	None
ShaneMcAuliffe1	The guy from @radiokerry said we aren't connected to an airport. Is he forgetting about @KerryAirport being at his back door?!!! #vinb	2015-06-24 21:09:15	0	None
caulmick	Please sign in solidarity with #Greece #vinb #not1pipe https://t.co/2sMqA6GuIW	2015-06-24 21:09:09	0	None
MrsSharonWhite	#vinb good evening @Kitsgirl1  you always pop up on my twitter feed around this time lol (ad break)	2015-06-24 21:08:58	0	None
paddycullivan	Is this the Killarney Festival? No wonder it was cancelled #vinb ;)))	2015-06-24 21:08:38	0	None
ImSomeDad	Is this guy the new presenter of #vinb http://t.co/YXao3k0DGE	2015-06-24 21:08:28	0	None
Emmet_Kennedy	@Evanis @TonightWithVinB Should be a good debate #vinb	2015-06-24 21:07:40	0	Evanis
MoranPaul52	@SpringAJ is out canvassing on Valentia Island. #vinb	2015-06-24 21:07:23	0	SpringAJ
ReclaimTheVoice	Tonight's #PeoplesDebate  on #vinb is coming from the Co. of Healy-Rae....	2015-06-24 21:07:19	0	None
Kitsgirl1	The Peoples Debate for #vinb has extra whine tonight.	2015-06-24 21:06:08	0	None
MoranPaul52	#vinb http://t.co/MVpMhnkRLZ	2015-06-24 21:05:53	2	None
